ID,KSJ,KGJ,KLJ,TAU,KLG,KXG,KXGI,C,LAMBDA1,FGI,KXI,GAMMA,BETA,D,GB,IB
100,0.0486351675,0.0164006867,0.0334662066,86.8979047879,0.0088014158,2.773005392262E-05,8.72931285134764E-05,0.0708593166,0.0046373166,3.0749903818,0.0066398649,4.0479485698,63.1200796044,417.3349621866,4.5188337166,13.3355539004
101,0.0210900916,0.0329638179,0.0042329742,90.0233304419,1.0889079297,0.4660887176,2.36335530213444E-05,1.0784237698,1.7984254102,4.5068358328,0.0740031307,2.8092225816,3.3974034238,421.7001033103,4.8967999313,20.3586027699
106,1.4783944727,0.0215523475,0.0043990057,79.6286342969,1.0130178798,1.0294365170694E-05,0.0001282555,0.0799478333,0.0164087933,4.9953261951,0.1144539323,2.0574145373,4.2751236534,420.2664376793,4.6316837806,30.8373869414
780,0.1306568495,0.0989009089,0.039547764,69.0491468289,0.0514676175,0.0129677316,4.4970685453915E-05,0.0345497856,0.1958299025,4.9469886666,0.0567136385,1.9705145685,4.7447595779,424.7286411929,4.9993283254,46.2592536445
1411,0.0281386704,0.2042846281,0.0602387816,43.5522674289,0.1187172172,0.0198250683,2.47157218321287E-08,0.034770352,1.2899314456,8.53292197153535E-07,0.0798367115,6.8611621846,1.836103678,415.8194947129,4.8681098442,51.9321221429
33,0.0165446627,0.0388699571,1.30942534618577E-05,119.9936765433,0.0273464562,1.4410279134,3.70927505698156E-05,2.6218857611,1.0461062102,3.4017098465,0.0723091837,3.7880336068,2.5595891019,424.2332845489,4.2751584328,14.6999787652
32,0.0187660818,0.1097219108,0.1033789058,78.2879095058,0.0338865617,0.0966167689,0.0011540259,0.3492222657,0.4429217504,3.1506303085,0.076461543,4.1432445094,1.6149662487,410.9159676498,4.6990698573,13.9966966692
31,0.1802437981,0.1841370363,0.1952962499,44.0768647208,0.0646867197,0.0296854469,0.00000012,0.0537805588,2.1141551493,4.9600415305,0.0332639176,1.3986277979,6.47772138,419.7516487663,4.4689266393,35.4564773262
30,0.0391001903,0.0169004913,0.0297569282,48.4696365711,0.5625932043,0.0307209671,0.0002225316,0.1134588074,0.0122332888,4.5686909641,0.0451249874,2.1480599385,8.2078161605,420.9418849033,4.4006279012,13.9264121957
108,0.0241133164,1.9919326728,0.7899807154,86.5145024771,0.0252513685,0.0002312985,0.0001266673,0.0211363101,0.0083451565,1.5186898329,0.0216383864,3.1191920058,1.7892378224,405.797616547,4.6971379025,56.0998283225
640,0.0274079572,0.0287199085,0.0179907142,99.5597348303,0.6570605538,0.0321204391,4.09437796017414E-10,0.0814829673,0.4670443337,1.6048084783,0.0505824739,3.8629072283,1.8846112875,405.0128267214,4.7001123628,39.0072597127
1242,0.0272516778,0.0162353356,0.0004426858,108.5167380863,1.216457749,0.5638572948,0.0002014989,1.1842892723,1.2651722709,1.70543936,0.1786247154,2.5836627488,12.8281914127,412.6040109263,4.2271131621,23.7932623413
645,0.0567224677,0.2273946832,0.1239370784,72.2596221648,1.1731355942,0.0054583802,0.0001291711,0.0323800516,0.0015658896,1.6392135158,0.0394880205,2.0686925551,198.8255014587,419.7067752928,4.6300782779,23.2589617507
438,0.0263780777,0.0271314901,1.08592663664354E-05,119.9679988353,0.0156409383,0.4449139837,0.000002269,0.9805547946,1.1566615679,2.7769440569,0.174422676,3.3471902851,2.8910177667,424.9999909769,4.5939198899,14.5735969243
439,0.0435955424,0.0182943795,0.0215454406,119.9725172296,0.0105111698,0.0050626301,0.000032752,0.0571419216,1.9607832211,2.7566850766,0.0131315168,3.6774305577,14.9940660804,424.7956237787,5.0300624231,19.0165522975
1249,0.0405223662,0.2008368881,0.046716824,43.5522739245,0.5243277863,0.0211428538,2.74244846374541E-08,0.0346520749,1.3037746583,9.89473526011305E-06,0.062423534,7.0990286597,1.4966819345,415.8174228912,4.085015479,25.6522269821
434,0.0655292123,0.1435046636,0.155133125,48.0231351422,0.2060937723,0.0064789803,2.55234911863157E-05,0.0291308647,0.9037212616,0.2634430787,0.0190924695,5.2836801101,2.0050561552,405.0519342269,5.0005814953,34.5973374679
435,0.0135306447,0.7061029306,0.5936644815,51.6415945758,1.1732416625,0.0195928803,3.66363743050448E-05,0.067024627,0.4643304719,0.8894467646,0.0181020167,4.7812367677,194.1657038518,411.6080547661,4.9388648868,23.818651325
430,0.0045376558,1.3218191543,0.2344604038,101.8853389493,1.5106300363,0.1353998383,2.6156681878859E-06,0.2282163321,0.6333603628,1.7001496997,0.0041494853,8.8416692055,2.2002251138,422.2616210965,5.217552244,21.8086264414
1156,0.0218680899,0.449562112,0.3394844756,57.2917070208,0.2169725825,0.586190267,2.13673504095337E-05,1.2840932849,0.8401272362,4.9497688359,0.3433410823,1.5737673585,13.9264693157,418.3160696148,5.0412401192,62.1148268496
339,0.0413276323,0.7606468482,0.3280722182,86.1596836396,1.6925836737,1.0031130855,4.76583370279616E-08,0.6816905116,0.988882543,4.044997396,0.1171076913,2.8791532271,2.3276126421,405.1420744252,4.7221132575,27.054532973
1412,0.2129428447,0.0093682077,0.0178107892,41.8896281003,0.023025243,1.5994138073,0.0035414034,6.4260496138,1.2424335164,4.7817874325,0.7798931281,1.7383125832,73.2012757823,415.1390974508,4.3741616007,33.4706706564
574,0.0239442236,0.1097387997,0.0690733206,98.6528730498,0.1372188298,0.5357540988,0.0002359087,1.2356447488,1.0007021745,4.9986258325,0.1128798676,2.0695870887,7.083020992,424.999988047,4.2750465381,26.2499987619
1372,0.0229501751,0.0197017671,0.0021472327,87.8279675503,1.5546169434,0.3733123729,1.01491266283453E-07,1.0116952449,2.0833215379,1.9384823342,0.0451196955,2.2793546434,6.8194632723,424.9999972366,4.7448844976,53.5499882392
258,0.0661988526,0.0429782453,0.0151352935,84.8461228971,1.6705301185,0.000306886,4.94854416020436E-05,0.0217865855,0.0499711882,3.3923126017,0.0390799524,1.9789536094,6.3871297765,423.8296535693,5.1018774724,42.5642418555
65,0.0235514854,0.0277061792,0.0119561136,103.3140208981,0.0262256047,0.0897667992,1.27731318251725E-06,0.2158884235,0.9217523044,2.8873261088,0.070751841,3.3526840308,2.6768354781,419.2819057009,4.099983316,22.0011557126
66,0.0788028945,1.3014769448,1.0445612378,91.2070717791,0.1335949532,1.75665953223851E-05,6.13349075690202E-05,0.0263276129,0.001566142,2.7627908207,0.0311519065,4.2434905005,1.9212580709,423.7698407595,4.7711531122,33.2584902601
252,0.0252995924,0.0534106189,0.0790905526,119.8909322835,0.0007530235,0.000028824,6.10626440532469E-05,0.0277915119,0.005941759,4.781403786,0.0009619704,5.3940059124,2.8838837294,414.961481028,4.9873682496,14.6780227847
69,0.0815571373,0.0583659599,0.1136488536,88.7511125007,0.0155419928,0.0045069575,5.26407645028071E-05,0.030261696,0.0038460319,1.9307715625,0.0104380454,3.7609183812,4.8944281435,419.3151189001,4.5985006073,13.3238337407
251,0.0389673141,0.0382805455,0.0002206088,119.9031762956,0.9508153449,1.2627667678,0.0018161712,2.0410197126,0.1540265587,0.8345035066,0.0311974799,2.7340682865,6.1159036711,421.9189612072,4.7149635212,43.771817042
323,0.0148507007,0.2577670523,0.0806950429,70.352996631,0.5174737842,1.1063775697,0.0003186114,1.5142179813,0.0728665595,1.0473661399,1.899126899,3.0650230176,2.1519347293,411.1292124097,5.2799122529,45.6473654422
257,0.0328275029,0.032535193,0.0191532119,31.8945232942,0.1665346034,0.0121523936,0.0001125381,0.0464443503,2.0288504151,1.0877627195,0.0207842655,3.9488728982,2.1740722168,424.7418901239,4.099984026,13.3000305672
254,0.0690374348,0.0545587381,0.0186629444,119.9694063781,1.2830134286,5.68957725426828E-06,0.000028532,0.0153940689,1.43114170037355E-05,2.5748039608,0.0234722312,5.663034575,1.5450838301,415.3433096061,4.9909321193,50.5333897026
1371,0.021635484,0.1445558358,0.0648903668,101.1214136174,0.132581745,0.515834942,0.0003509271,1.2047658247,0.5866237441,1.7006052009,0.018892611,1.9126352759,48.4794106444,421.4371599261,4.8001735614,76.3308397782
856,0.316918444,0.0120261231,0.0060916558,87.4956966652,1.1530560914,1.1592992969,8.64743342296808E-05,2.5132175074,0.6218910519,2.0926048079,1.9875154641,3.0024233349,2.1545308724,418.4267629413,4.7128380112,67.1539827846
857,0.0259891215,0.0234222405,0.0025718693,79.933805699,0.0082186326,0.1152463576,1.25772623955752E-07,0.2858750979,1.9998706729,2.3837710097,0.0824378534,2.6113204146,3.4027359733,420.9171646361,4.81085038,38.6516391857
1425,0.0169265285,0.0151650616,0.0101274813,103.251907322,0.9658096951,0.0629144102,2.39057533868796E-11,0.2949136611,2.3255404927,0.9233696156,1.9994982293,3.3658956096,6.8462723234,423.2176216351,4.0855480068,21.8662734504
1394,0.0557959167,0.7400772747,0.2578287854,68.366603051,0.0143823611,0.0238360339,1.98221380720011E-05,0.0253481878,1.0131241976,4.9600248881,0.1233701477,3.8972971991,2.0090708887,414.9321137665,4.9954025007,40.0252189078
1427,0.0213570882,0.2786592398,0.1035831858,76.6736985248,0.8938704049,0.3112146269,1.05340105847569E-07,0.2314967016,0.0852995291,0.5984145162,0.0202363856,4.5881076741,6.4164985308,415.2531439688,4.7938775627,44.0369186653
1370,0.025920807,0.0184572851,0.0075447362,93.7830111126,1.410246361,1.3857113032,5.22693171715138E-06,1.8581906726,1.1543186348,0.0004985568,0.1329492778,9.0411718956,191.3916712733,418.6964350785,4.480747866,22.1117880299
1163,0.0288988431,0.040928315,0.0113915725,83.2349262041,1.191965624,8.3795769472442E-05,8.09139442614858E-05,0.0613970169,0.0058253323,4.6506105381,1.8084488873,3.400818132,2.0418183381,424.7781906942,4.1578720646,39.8720088327
1383,0.1477305549,0.2749200949,0.1935793151,56.6233490657,1.7497285147,0.0239691844,2.86809427233652E-05,0.0355248929,0.0628116128,1.3996929292,0.0992085018,6.4880495497,1.3466092961,423.6111866332,4.7215654158,77.048678572
540,0.0168259941,0.1600981701,0.0678814184,84.3526661054,1.2146916841,0.5822613546,0.0001150868,1.3662350594,0.6597493179,3.0419371895,0.0833696062,3.8194143702,2.223871923,416.1140545107,4.9169051496,21.09003914
731,0.0363380436,0.0239576701,0.0161852025,97.8911486449,1.2773782024,0.5570291751,0.0012398403,1.3882530111,0.7667681939,1.2762410983,0.0408404942,2.8751694335,199.9999225518,411.2842975773,4.5514233371,87.5774767579
732,0.084485818,0.8833830463,1.3157715131,86.7295168276,0.0295312638,0.015656857,2.52518099250378E-05,0.0147763123,0.0002122345,3.194518742,0.0063270025,2.4156303922,10.3875145098,418.0246293172,4.3930775953,35.2917864749
737,0.0190765068,0.0254191836,3.65227703970543E-05,119.9980727018,1.3807854824,0.3460093517,2.95878296609351E-12,0.8446282468,1.9230734004,3.50249119425752E-06,0.1274819012,7.4779384886,69.7947086032,424.8208241806,4.9404524268,14.2505534682
6,0.1692637119,0.0097545912,0.0062493131,84.3513328424,0.2355885411,0.9487563916,0.0005182932,2.435361762,1.1711553179,1.7594945389,1.9999795455,3.3493608802,199.8974892624,424.9980747741,4.7099806089,14.2909513716
506,0.0081975226,0.0344034267,0.0060903972,78.4595758074,0.0656789757,0.3041828435,3.02583646627533E-06,1.4085602713,1.493918037,4.8100932752,0.7690948266,1.910176824,5.2688268034,413.9501725769,4.5998790102,34.6840502561
504,0.6135756365,0.1275228411,0.0520956729,72.1906782139,0.8352304107,0.0131414176,2.41326375407665E-05,0.0225999884,1.1127928929,4.9983730038,0.0152419196,1.9163878334,6.8834060372,415.6776907627,4.6897917885,44.7349664165
502,0.1371732673,1.0305644393,0.2248933071,68.9518111028,0.9662849296,2.58206932870352E-05,0.0001154026,0.0146595887,0.0010041592,2.4462978025,0.0419799043,2.1958087383,6.6523095679,406.0336296016,4.9737936448,14.0410774365
631,0.0228205869,0.0124209704,0.0045673317,104.0638291088,0.6564529204,0.1474198383,4.29432644763395E-08,0.5432749646,1.110497755,0.0721068439,1.9199666953,3.5754381638,10.0573508988,419.1115043725,4.3176540663,33.5621746761
632,0.1117847702,0.3410622119,0.1401696291,64.8439639785,1.5539425351,0.0734012705,6.44165037347269E-09,0.0342044442,0.0004487746,3.7282861109,0.0278263821,1.4710701268,89.9047750091,419.5414719152,4.6577694782,34.6991759343
633,0.0242192808,0.0212618543,0.0082801202,102.7473151664,0.2923665537,0.1518744467,6.10917234477936E-07,0.4898758842,1.9607820842,2.8030821825,0.1628972208,2.1613552734,9.3917188675,419.5637078588,5.0791051607,53.8563491171
637,0.0025078965,1.0377666508,0.982573488,68.5120333692,0.6229179435,0.0711759917,0.0008561137,1.7147962414,1.1468426929,3.6908192832,0.0320246368,4.8247196058,1.8185180621,416.4085793794,4.5882035714,16.4517427561
465,0.0233749999,0.0237642234,0.0089023946,100.7468260546,1.5630789538,0.0896514886,1.63910931923647E-07,0.2579299954,1.7165146188,1.2610791926,0.0592666502,2.1879435881,8.9193226998,418.0383392195,3.7715460947,22.0475367353
464,0.0103088521,0.0200200922,0.0122934345,102.9355727748,0.6146776956,0.1725006015,0.0007646691,0.9951755669,0.701020374,0.5376924631,0.0253379898,6.4538495811,153.664418691,418.8621972424,4.3060418663,16.8454745065
1351,0.13439511,0.0788005277,0.080320598,78.8397559378,0.166352461,0.0437458935,2.32469275026598E-06,0.0619434423,1.9973126295,4.9846636502,0.0667632517,2.0072597075,7.1732766029,413.147041116,4.5817300246,20.9909690861
1350,0.0948411522,1.1901464539,0.3400530331,89.2099161789,1.6768226097,1.70042683088021E-06,4.27938642440906E-05,0.0196198753,0.0001589796,0.8096997555,0.0268860699,4.5753478071,2.0601985491,421.7787299844,5.0797418052,47.2580299423
461,0.0931098437,0.9805390304,0.6295664327,79.0767634988,0.064731864,0.0105811068,8.61915172460918E-09,0.0178464672,0.0339176216,4.369198575,0.0058296879,2.6046019167,7.1984297666,414.9098735963,4.0999142303,14.2510492042
1356,0.2034408723,0.1492400039,0.0400472352,80.9022253428,1.018761735,0.0093370228,1.06104707056015E-05,0.0152447803,1.0023592351,4.9994157813,0.0172237106,1.6439963138,7.4945588195,423.4765642498,5.0530376202,53.3629322105
99,0.0385829414,1.1432217199,0.1038054671,61.2932269403,0.2717783833,0.0084291718,6.06287133547682E-05,0.0287670702,0.0387071337,4.4119269667,0.0315401439,1.6336654616,7.3579893147,414.6910371373,4.2980018707,51.2441844736
168,0.0092851073,0.0203974974,0.0079452949,102.4850101612,1.0408489352,1.6542307961,0.0004225709,3.5389666056,1.2155301432,1.0696617174,0.8591663872,7.0487194001,4.24349817,422.0535819168,4.4434127364,16.2664359108
169,0.0525636978,0.0623907197,0.1454955999,85.068840468,0.0215724296,0.0035471046,4.46293671317415E-05,0.0444781137,0.0236112302,3.8049469301,0.0414302552,5.8429109617,1.7492984803,422.6537887255,4.4144565611,13.5908257613
280,0.0675836685,0.4332872002,0.2372184353,88.1166664831,1.0647130043,0.0106846332,9.33804057210234E-09,0.0228047148,0.8709632609,0.3292477718,0.031520036,4.5231382889,6.0750055953,418.0358179481,4.9077855935,47.9096621462
164,0.004123614,0.1076468881,0.0403908202,106.7700927366,0.6906954027,0.3779558448,1.31325847040314E-05,2.2452458603,0.8320610777,1.7276350532,1.3605275283,2.6474368543,6.4074764622,419.7407981465,4.6004222139,48.0855352754
93,0.056962872,0.5261072797,0.7393653575,81.4774715858,0.0226773872,0.0476435496,0.0001621603,0.0635981649,0.5534292868,4.2649879839,0.0032847675,2.585094248,8.2776765036,422.0388530484,4.1815365919,14.2090388903
167,1.8580087115,0.104064786,0.8584224587,50.5260884858,0.0798926671,0.0059921745,3.71126700096861E-05,0.0202563051,0.0004896498,4.6095761596,0.0640507378,4.1061863267,1.7975333252,412.4879997385,5.313836565,35.9064458766
163,0.0564563423,0.0459006281,0.0107072875,114.259446088,1.1518849829,8.98927723358448E-06,5.86683509610834E-05,0.0224794856,1.52575295774586E-05,0.3181410267,0.0236666775,4.9795425876,8.5542959028,419.6160178058,4.1753087067,14.1290277119
549,0.2016682795,0.106089298,0.1645162201,46.5421702014,0.0463893803,0.0194273651,0.000049262,0.0570817719,1.3451297084,1.9788116469,0.0511793026,2.3452032109,11.2589409533,407.5059357703,5.2177790227,13.3171481929
1104,0.0446807237,0.0293493916,0.0187927817,90.1329557896,1.2850763653,0.6883583547,0.0007210061,1.3225619431,2.2523886148,1.4672619677,0.0392721004,2.3933681658,8.8603145947,423.6626612865,4.0857368567,58.5191546409
1066,0.0575645315,0.9310238756,0.4458277492,68.3666600222,0.0177467694,0.0149116985,5.75761192751495E-05,0.048429055,0.6019148279,4.5177116137,0.1020717537,3.901038943,2.0455603702,414.9208124916,5.0683546794,36.8878446273
1450,0.0083921638,1.3466206195,1.7596723361,39.373972664,0.5132720703,1.0569291895,0.0045199899,4.5051765851,0.9884036406,3.9676272784,0.7640479267,5.247087827,1.4633442697,419.9895009801,4.3262030848,43.9513466648
1452,0.0481945638,0.0918301015,0.0722752809,74.8054142321,0.2812173341,0.0152420698,4.40015694993952E-06,0.026244143,2.1710819908,0.1241216551,0.0296871002,8.0714523726,4.6488987452,415.4381014235,4.4633278028,14.6158302714
1101,1.8587828181,0.0084513161,0.0105210618,41.3591100256,0.2840421136,0.0247623837,2.4647347494725E-09,0.0603933786,2.0203377744,3.2132693205,0.0610481732,2.8967102451,3.7380502219,419.2962414097,4.8000006736,14.6782469938
1352,0.0129936858,0.0740346268,0.0208714638,74.6039455029,0.7963285187,0.2771197493,3.32452118145603E-08,0.5101108785,0.8884215835,1.7132288745,1.7847610094,3.5665258811,3.9995903119,424.9998158645,4.474567643,14.6999882389
554,0.0326539794,0.0209335911,0.012367704,91.1884903602,0.0132818567,0.0485935217,4.66667232809111E-08,0.140758224,2.0403317951,0.4574636617,0.031898268,5.9329019283,1.7847785539,424.0795408337,4.8416467728,14.5634938552
1440,0.0292028371,0.0191529464,0.0087686947,78.8990930002,0.0768342735,0.0308487721,2.12414911302668E-05,0.1132884185,2.2222072016,4.9998495621,0.0283429681,2.2252455029,2.6007689862,418.9005973522,4.4820913559,51.4499911375
551,0.0869812176,0.0403609666,0.033260557,50.0332893298,0.2365823467,0.9473953445,0.0045905375,2.2975907335,0.7711040511,3.4725411992,0.0823464363,2.113257045,4.2913021555,407.7972874201,5.1598220315,21.7712400516
238,0.0256856952,0.0309857448,0.0111890228,104.3725809114,0.8289291549,0.1002981319,3.14641666087078E-10,0.2640869789,1.9607093524,1.3030536268,1.1802938775,2.7345473382,5.5471686575,418.1569412628,5.0652533284,49.6740585477
239,0.0814691537,1.0941378956,0.7847213842,83.9523342226,0.1011877792,6.32953563480225E-06,9.28296459014609E-05,0.0167336999,0.0007551531,3.8828440543,0.0205130744,2.2685986739,5.9077571852,422.8356176575,5.200213572,17.2636176461
236,0.0427509677,0.094859138,0.2756316966,73.9566923568,0.0052422871,0.0756917353,7.67814288806053E-05,0.1251958043,0.0025260107,3.7818098905,0.0461150347,4.7450122524,1.9702666888,422.0124272471,5.2937238802,38.0465814071
231,0.0293897527,0.0213111486,0.0122290927,101.6062781967,0.7940970061,0.1319400655,2.50575738572382E-07,0.3006528357,2.0832761761,2.1394921311,0.1929853155,2.7902675293,6.7832269491,420.6316493566,4.6701829553,24.4123955789
1050,0.0348947484,0.0224366408,0.0122461087,95.0800399656,0.8095030734,7.14482126886946E-05,5.96028798438608E-05,0.0378191238,0.0029668401,1.8882751107,0.0348529993,3.0743494452,6.9875604958,417.9367711104,4.1922364525,30.7963271285
1198,0.0186115437,0.0084394717,0.0092564229,119.9795899805,0.000015643,0.0423790551,5.0427147400359E-08,0.2343034919,2.3809192802,2.3000682301,0.0652029176,3.2902965814,9.5982487183,418.8272535977,4.2048811743,27.2997986338
1052,0.0489348077,0.0354832376,0.0132758561,93.8470019554,1.4210899992,7.83676656530387E-05,5.45677846895523E-05,0.0230839486,0.0025481554,3.0606126118,0.0403103043,2.1454198591,7.0053981881,416.9446028524,4.8976983225,31.4635227548
1191,0.0446794597,0.6772784599,0.1748710362,101.5808023054,0.1138941915,0.0069121608,7.11760161914963E-06,0.0163927293,2.1739024946,4.7986132836,0.0298155234,4.1119828142,1.8745224418,406.1751736644,4.5951443347,36.3332706564
874,0.0641557787,0.0352145206,0.0473745339,80.5040396241,0.0142439538,0.0032275097,5.89298365018893E-05,0.0417170352,0.0144139782,2.4782283162,0.0312758154,2.3516080012,4.1437890712,416.419372453,5.4982395241,88.4231547965
875,0.0204293791,0.0234775326,0.0123447,74.7842322786,0.0291379507,0.0694799748,1.33158891852755E-08,0.0694512291,0.0100793814,1.436882016,0.8663152894,2.1466959619,8.5654974166,414.7846600076,5.3514485951,62.9934723718
1194,0.0210499693,0.0149401158,0.0078946249,103.8767240619,0.400714508,0.2737425434,9.67127209554477E-06,0.9195557838,0.7659427002,1.3955481634,1.9026557077,3.7442759736,3.3193449725,419.1646027792,4.9197249692,34.6274163019
9,0.303735421,0.0362056002,0.0187728829,72.0287266593,0.0539788279,0.0235841436,5.83556348913861E-08,0.0217869284,0.132424712,4.5963354486,0.0336393324,9.2917144024,1.3059135571,409.7745871163,4.3006499052,14.2262487821
147,0.0907747162,1.1008910579,0.7454091509,73.8368333556,0.4073874935,0.0140724879,0.000096559,0.0303529814,0.0238324029,4.9162682108,0.0363320319,1.6832388194,8.1600266001,410.1236593182,4.1813914,25.1954716958
892,0.1364518619,0.310206069,0.1198350916,68.3669825524,0.0690845751,0.0001637277,3.72184531565E-05,0.0176181845,0.0200619651,3.335216864,0.0359165641,1.2346537032,45.6739036769,414.9622648791,4.902660722,83.4393279944
619,0.0352713908,0.0469794506,1.64935260049436E-05,53.8149964764,1.1243773642,0.0208482311,5.87178933513389E-08,0.0464789482,2.2016722809,2.9181838396,1.7379097173,6.9612852357,1.4055808555,415.6687419118,4.4669930896,41.6431603558
894,0.0719003146,0.0371975114,0.034519431,37.0743395023,0.1579475654,7.35789336987986E-06,8.38884292830829E-05,0.0460116898,0.0004629229,4.8708877815,0.0559793673,1.5405066497,73.6759522223,413.1662604838,4.7544380097,39.9165536633
895,0.1721216913,0.2512641288,0.3130884651,49.2919663969,0.064927225,0.1386069996,1.12401661398574E-09,0.0561017694,0.0799419095,4.9723468366,1.2374432956,6.1201599046,1.3004664801,417.1875426777,4.5453209311,34.6224401717
646,0.008673773,0.5416480783,0.324550423,50.3526250587,0.3174118632,0.1476790893,2.17891631593452E-07,0.5901513746,1.9038462379,3.9150438646,0.1828570919,2.4699391945,8.8507788827,419.7832440206,4.8000083896,14.1861514741
617,0.0301658604,0.0191937749,0.0112105541,107.4279682947,1.3648307656,0.1292269401,0.0002271639,0.3974562505,0.9695646358,1.2366690394,0.0524778314,4.0946602116,4.7391296863,418.3975945923,4.5119997667,25.650024384
614,0.0237137,1.0020405074,0.2876308793,103.3666421728,1.7429648805,0.011634265,0.0001543557,0.0836544458,1.1135519115,4.8296111059,0.0800728403,1.9590071351,3.914062913,419.7265214381,4.3998474164,33.9620618556
1150,0.0424031727,0.0120832851,0.0299537282,30.0356354483,1.7033722292,1.21263308907662E-05,0.0005473333,0.1663212037,0.0001276994,0.0138594079,0.0176364758,5.6196988985,199.6997381536,416.1441212582,4.4026005393,35.2577297538
1357,0.0138798317,0.4467163753,0.0589914142,33.2127074517,1.7306056605,0.0134378628,4.21818362488364E-09,0.0360452086,1.5622968612,4.9775475127,0.6771271398,2.9397555095,1.9317351109,413.5103261246,5.3053455689,61.4210295681
1285,0.4651596653,0.0600083868,0.024031326,63.1011591273,0.0604252936,0.0082235368,4.05476907553088E-08,0.0195865424,0.8807661653,4.9962991656,0.0136066096,2.1447937351,6.5481212351,413.2908869585,4.7045697494,29.3111038975
1287,0.0539678234,0.0095392535,0.0455810227,84.8315898285,0.0049221777,5.30174362441106E-06,6.30165051473508E-05,0.1572654072,0.0002756874,2.3274907658,0.0363842391,9.9980957546,1.2774763742,417.253311927,4.7696257236,64.1322291769
